model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift
G-2B,0,global,original,natural_questions,who did deion sanders go in the hall of fame as,who did deion sanders go in the hall of fame as,1.0,Deion Sanders has not yet been inducted into the Naismith Memorial Basketball Hall of Fame.,Deion Sanders has not yet been inducted into the Naismith Memorial Basketball Hall of Fame.,100.00000000000004,0.9999999403953552,0.99951171875,,0.0,,,,,,
G-2B,1,global,original,natural_questions,what is the title of the person who runs the house of representatives,what is the title of the person who runs the house of representatives,1.0,"The title of the person who runs the House of Representatives is **Speaker of the House**. The Speaker is the leader of the majority party in the House of Representatives and is responsible for setting the agenda for debate, scheduling floor votes, and managing the House's business.","The title of the person who runs the House of Representatives is **Speaker of the House**. The Speaker is the leader of the majority party in the House of Representatives and is responsible for setting the agenda for debate, scheduling floor votes, and managing the House's business.",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
G-2B,2,global,original,natural_questions,why did france decide to aid the united states in its war for independence,why did france decide to aid the united states in its war for independence,1.0,There is no evidence to support the claim that France aided the United States in its war for independence.,There is no evidence to support the claim that France aided the United States in its war for independence.,100.00000000000004,1.0,0.99951171875,,0.0,,,,,,
G-2B,3,global,original,natural_questions,yo la tengo theres a riot going on release date,yo la tengo theres a riot going on release date,1.0,"model
I'm unable to provide real-time information or endorse any specific releases or events. For the most up-to-date and accurate information, I recommend checking reputable news sources or official announcements from the relevant organizations.","model
I'm unable to provide real-time information or endorse any specific releases or events. For the most up-to-date and accurate information, I recommend checking reputable news sources or official announcements from the relevant organizations.",100.00000000000004,1.0,0.99951171875,,0.0,,,,,,
G-2B,4,global,original,natural_questions,who played the hobbits in the lord of the rings,who played the hobbits in the lord of the rings,0.9999998807907104,"model
The hobbits in The Lord of the Rings trilogy were played by various talented actors, including:

* Sean Astin as Frodo Baggins
* Elijah Wood as Samwise Gamgee
* Billy Boyd as Merry Brandybuck
* Dominic Monaghan as Pippin Took
* Robert Pattinson as Aragorn
* Sean Bean as Legolas","model
The hobbits in The Lord of the Rings trilogy were played by various talented actors, including:

* Sean Astin as Frodo Baggins
* Elijah Wood as Samwise Gamgee
* Billy Boyd as Merry Brandybuck
* Dominic Monaghan as Pippin Took
* Robert Pattinson as Aragorn
* Sean Bean as Legolas",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
G-2B,5,global,original,natural_questions,who played the doctor in band of brothers,who played the doctor in band of brothers,1.0,"brothers
model
The role of Dr. John E. Baker in Band of Brothers is played by actor Donnie Wahlberg.","brothers
model
The role of Dr. John E. Baker in Band of Brothers is played by actor Donnie Wahlberg.",100.00000000000004,1.0,0.99951171875,,0.0,,,,,,
G-2B,6,global,original,natural_questions,short notes on characters of merchant of venice,short notes on characters of merchant of venice,1.000000238418579,"venice
model
**Shylock:**

* A Jewish moneylender who is initially reluctant to lend money.
* Devastated by the loss of his only asset, Antonio's fortune.
* Driven by a desire for revenge and a sense of justice.
* A complex and multifaceted character with a tragic backstory.

**Antonio:**

* A wealthy merchant who is Shylock's business partner.
* Initially hesitant to lend money to Shylock, but eventually becomes his closest friend.","venice
model
**Shylock:**

* A Jewish moneylender who is initially reluctant to lend money.
* Devastated by the loss of his only asset, Antonio's fortune.
* Driven by a desire for revenge and a sense of justice.
* A complex and multifaceted character with a tragic backstory.

**Antonio:**

* A wealthy merchant who is Shylock's business partner.
* Initially hesitant to lend money to Shylock, but eventually becomes his closest friend.",100.00000000000004,0.9999999403953552,0.99951171875,,0.0,,,,,,
G-2B,7,global,original,natural_questions,did the movie rocky win any academy awards,did the movie rocky win any academy awards,0.9999998211860657,"awards
model
No, Rocky did not win any Academy Awards. It was released in 1976 and did not win any awards that year.","awards
model
No, Rocky did not win any Academy Awards. It was released in 1976 and did not win any awards that year.",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
G-2B,8,global,original,natural_questions,where does the show the path take place,where does the show the path take place,0.9999998807907104,"place
model
The show The Path takes place in the fictional town of Waystar, California. Waystar is a large media and entertainment conglomerate with a global reach. The show follows the lives of a group of characters who are all connected to the town in some way.","place
model
The show The Path takes place in the fictional town of Waystar, California. Waystar is a large media and entertainment conglomerate with a global reach. The show follows the lives of a group of characters who are all connected to the town in some way.",100.00000000000004,1.0,1.0,,0.0,,,,,,
G-2B,9,global,original,natural_questions,when did michigan last win a national championship,when did michigan last win a national championship,1.0,"model
I am unable to access real-time information, therefore I cannot provide the most recent information on Michigan's national championship status. For the most up-to-date information on Michigan's athletic programs, please refer to the official Michigan Athletics website or other reputable sports news sources.","model
I am unable to access real-time information, therefore I cannot provide the most recent information on Michigan's national championship status. For the most up-to-date information on Michigan's athletic programs, please refer to the official Michigan Athletics website or other reputable sports news sources.",100.00000000000004,0.9999999403953552,1.0,,0.0,,,,,,
